Tür,İlaç,Ruhsat Sahibi,İthal/Yerli,İmal,Menşei,İthalatçı,İhracatçı,Takdim,Etken Madde,Grup,Uygulama,Türler,Açıklama
İlaç,ARMAKAL-30,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ml'lik renksiz cam şişelerde/karton kutuda; 250 ml ve 500 ml'lik renksiz serum şişelerinde setli olarak takdim edilmiştir.,"1 ml ürün içinde ;210 mg kalsiyum glukonat, 60 mg kalsiyum glukoheptonat, 10 mg kalsiyum d-sakkarat, 20 mg kalsiyum klorür, 40 mg magnezyum klorür, 50 mg dekstroz",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Besi), Keçi (Süt), Koyun (Besi), Koyun (Süt), Sığır(Besi), Sığır(Süt)",
İlaç,ARMAKAL-30,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ml'lik renksiz cam şişelerde/karton kutuda; 250 ml ve 500 ml'lik renksiz serum şişelerinde setli olarak takdim edilmiştir.,"1 ml ürün içinde ;210 mg kalsiyum glukonat, 60 mg kalsiyum glukoheptonat, 10 mg kalsiyum d-sakkarat, 20 mg kalsiyum klorür, 40 mg magnezyum klorür, 50 mg dekstroz",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Keçi (Besi), Keçi (Süt), Koyun (Besi), Koyun (Süt), Sığır(Besi), Sığır(Süt)",
İlaç,ARMAKAL-50,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ml'lik renksiz cam şişelerde/karton kutuda; 250 ml ve 500 ml'lik renksiz serum şişelerinde setli olarak takdim edilmiştir.,"1 ml ürün içinde ;450 mg kalsiyum glukonat, 20 mg kalsiyum glukoheptonat, 20 mg kalsiyum hipofosfit, 10 mg kalsiyum d-sakkarat, 30 mg magnezyum klorür",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Keçi (Besi), Sığır(Besi), Keçi (Süt), Koyun (Besi), Sığır(Süt)",
İlaç,ARMAKAL-50,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ml'lik renksiz cam şişelerde/karton kutuda; 250 ml ve 500 ml'lik renksiz serum şişelerinde setli olarak takdim edilmiştir.,"1 ml ürün içinde ;450 mg kalsiyum glukonat, 20 mg kalsiyum glukoheptonat, 20 mg kalsiyum hipofosfit, 10 mg kalsiyum d-sakkarat, 30 mg magnezyum klorür",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Keçi (Besi), Sığır(Besi), Keçi (Süt), Koyun (Besi), Sığır(Süt)",
İlaç,ARMAKAL-50,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ml'lik renksiz cam şişelerde/karton kutuda; 250 ml ve 500 ml'lik renksiz serum şişelerinde setli olarak takdim edilmiştir.,"1 ml ürün içinde ;450 mg kalsiyum glukonat, 20 mg kalsiyum glukoheptonat, 20 mg kalsiyum hipofosfit, 10 mg kalsiyum d-sakkarat, 30 mg magnezyum klorür",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Keçi (Besi), Sığır(Besi), Keçi (Süt), Koyun (Besi), Sığır(Süt)",
İlaç,ARMAKAL-50,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ml'lik renksiz cam şişelerde/karton kutuda; 250 ml ve 500 ml'lik renksiz serum şişelerinde setli olarak takdim edilmiştir.,"1 ml ürün içinde ;450 mg kalsiyum glukonat, 20 mg kalsiyum glukoheptonat, 20 mg kalsiyum hipofosfit, 10 mg kalsiyum d-sakkarat, 30 mg magnezyum klorür",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Keçi (Besi), Sığır(Besi), Keçi (Süt), Koyun (Besi), Sığır(Süt)",
İlaç,ARMAKAL-50,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ml'lik renksiz cam şişelerde/karton kutuda; 250 ml ve 500 ml'lik renksiz serum şişelerinde setli olarak takdim edilmiştir.,"1 ml ürün içinde ;450 mg kalsiyum glukonat, 20 mg kalsiyum glukoheptonat, 20 mg kalsiyum hipofosfit, 10 mg kalsiyum d-sakkarat, 30 mg magnezyum klorür",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Süt), Keçi (Besi), Sığır(Besi), Keçi (Süt), Koyun (Besi), Sığır(Süt)",
İlaç,ARMAKAL-MET,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ve 250 ml'lik renksiz cam şişelerde/karton kutuda takdim edilmiştir.,"1 ml ürün içinde ;100 mg kalsiyum glukonat, 3.5 mg kafein, 40 mg metamizol sodyum, 200 mg dekstroz, 40 mg Asetil metiyonin, 4 mg sodyum dihidrojen fosfat, 10 mg Magnezyum glukonat","analeptik, vit.-min.-aminoasit vb., antienflamatuvar-analjezik",perfüzyonluk,"At, Sığır(Besi), Köpek",
İlaç,ARMAKAL-MET,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ve 250 ml'lik renksiz cam şişelerde/karton kutuda takdim edilmiştir.,"1 ml ürün içinde ;100 mg kalsiyum glukonat, 3.5 mg kafein, 40 mg metamizol sodyum, 200 mg dekstroz, 40 mg Asetil metiyonin, 4 mg sodyum dihidrojen fosfat, 10 mg Magnezyum glukonat","analeptik, vit.-min.-aminoasit vb., antienflamatuvar-analjezik",perfüzyonluk,"At, Sığır(Besi), Köpek",
İlaç,ARMAKAL-MET,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ve 250 ml'lik renksiz cam şişelerde/karton kutuda takdim edilmiştir.,"1 ml ürün içinde ;100 mg kalsiyum glukonat, 3.5 mg kafein, 40 mg metamizol sodyum, 200 mg dekstroz, 40 mg Asetil metiyonin, 4 mg sodyum dihidrojen fosfat, 10 mg Magnezyum glukonat","analeptik, vit.-min.-aminoasit vb., antienflamatuvar-analjezik",perfüzyonluk,"At, Sığır(Besi), Köpek",
İlaç,ARMAKAL-MET,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ve 250 ml'lik renksiz cam şişelerde/karton kutuda takdim edilmiştir.,"1 ml ürün içinde ;100 mg kalsiyum glukonat, 3.5 mg kafein, 40 mg metamizol sodyum, 200 mg dekstroz, 40 mg Asetil metiyonin, 4 mg sodyum dihidrojen fosfat, 10 mg Magnezyum glukonat","analeptik, vit.-min.-aminoasit vb., antienflamatuvar-analjezik",perfüzyonluk,"At, Sığır(Besi), Köpek",
İlaç,ARMAKAL-MET,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ve 250 ml'lik renksiz cam şişelerde/karton kutuda takdim edilmiştir.,"1 ml ürün içinde ;100 mg kalsiyum glukonat, 3.5 mg kafein, 40 mg metamizol sodyum, 200 mg dekstroz, 40 mg Asetil metiyonin, 4 mg sodyum dihidrojen fosfat, 10 mg Magnezyum glukonat","analeptik, vit.-min.-aminoasit vb., antienflamatuvar-analjezik",perfüzyonluk,"At, Sığır(Besi), Köpek",
İlaç,ARMAKAL-MET,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ve 250 ml'lik renksiz cam şişelerde/karton kutuda takdim edilmiştir.,"1 ml ürün içinde ;100 mg kalsiyum glukonat, 3.5 mg kafein, 40 mg metamizol sodyum, 200 mg dekstroz, 40 mg Asetil metiyonin, 4 mg sodyum dihidrojen fosfat, 10 mg Magnezyum glukonat","analeptik, vit.-min.-aminoasit vb., antienflamatuvar-analjezik",perfüzyonluk,"At, Sığır(Besi), Köpek",
İlaç,ARMAKAL-MET,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,100 ve 250 ml'lik renksiz cam şişelerde/karton kutuda takdim edilmiştir.,"1 ml ürün içinde ;100 mg kalsiyum glukonat, 3.5 mg kafein, 40 mg metamizol sodyum, 200 mg dekstroz, 40 mg Asetil metiyonin, 4 mg sodyum dihidrojen fosfat, 10 mg Magnezyum glukonat","analeptik, vit.-min.-aminoasit vb., antienflamatuvar-analjezik",perfüzyonluk,"At, Sığır(Besi), Köpek",
İlaç,ARMAKLAMOKS,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 40, 50, 100 ve 250 ml'lik renksiz cam flakonlarda/karton kutu içerisinde","1 ml ürün içinde ;140 mg (baza eşdeğer) amoksisilin trihidrat, 35 mg (baza eşdeğer) potasyum klavulanat",antibakteriyel,enjeksiyonluk,"Kedi, Köpek, Sığır(Besi), Sığır(Süt)",
İlaç,ARMAKOKSİD,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"100 ml'lik beyaz renkli polietilen kaplarda (bidonlarda)/karton kutuda, 500 ml ve 1000 ml'lik beyaz renkli polietilen kaplarda (bidonlarda) takdim",1 ml ürün içinde ;25 mg toltrazuril,antiprotozoon,oral,"Hindi (Et), Tavuk (Et)",
İlaç,ARMAPEN,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"Toz içeren 20 ml'lik renksiz flakonlarda, 10 ml'lik renksiz flakonlarla çözücüsü ile birlikte/karton kutuda","1 flakon ürün içinde ;400.000 IU benzil penisilin potasyum, 2 gr streptomisin sülfat, 1.200.000 IU benzil penisilin prokain",antibakteriyel,enjeksiyonluk,"At, Köpek, Koyun (Süt), Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,ARMAPEN,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"Toz içeren 20 ml'lik renksiz flakonlarda, 10 ml'lik renksiz flakonlarla çözücüsü ile birlikte/karton kutuda","1 flakon ürün içinde ;400.000 IU benzil penisilin potasyum, 2 gr streptomisin sülfat, 1.200.000 IU benzil penisilin prokain",antibakteriyel,enjeksiyonluk,"At, Köpek, Koyun (Süt), Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,ARMAPEN,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"Toz içeren 20 ml'lik renksiz flakonlarda, 10 ml'lik renksiz flakonlarla çözücüsü ile birlikte/karton kutuda","1 flakon ürün içinde ;400.000 IU benzil penisilin potasyum, 2 gr streptomisin sülfat, 1.200.000 IU benzil penisilin prokain",antibakteriyel,enjeksiyonluk,"At, Köpek, Koyun (Süt), Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,ARMAPEN 20/ 20,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50, 100 ve 250 ml'lik renksiz flakonlarda/karton kutuda","1 ml ürün içinde ;200.000 IU benzil penisilin prokain, 250 mg dihidrostreptomisin sülfat",antibakteriyel,enjeksiyonluk,"At, Koyun (Süt), Sığır(Besi), Koyun (Besi), Köpek, Sığır(Süt)",
İlaç,ARMAPEN 20/ 20,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50, 100 ve 250 ml'lik renksiz flakonlarda/karton kutuda","1 ml ürün içinde ;200.000 IU benzil penisilin prokain, 250 mg dihidrostreptomisin sülfat",antibakteriyel,enjeksiyonluk,"At, Koyun (Süt), Sığır(Besi), Koyun (Besi), Köpek, Sığır(Süt)",
İlaç,ARMAPEN LA,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50, 100 ve 250 ml'lik renksiz flakonlarda/karton kutuda","1 ml ürün içinde ;100.000 IU benzil penisilin prokain, 200 mg (baza eşdeğer) dihidrostreptomisin sülfat, 100.000 IU benzil penisilin benzatin",antibakteriyel,enjeksiyonluk,"At, Köpek, Koyun (Süt), Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,ARMAPEN LA,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50, 100 ve 250 ml'lik renksiz flakonlarda/karton kutuda","1 ml ürün içinde ;100.000 IU benzil penisilin prokain, 200 mg (baza eşdeğer) dihidrostreptomisin sülfat, 100.000 IU benzil penisilin benzatin",antibakteriyel,enjeksiyonluk,"At, Köpek, Koyun (Süt), Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,ARMAPEN LA,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50, 100 ve 250 ml'lik renksiz flakonlarda/karton kutuda","1 ml ürün içinde ;100.000 IU benzil penisilin prokain, 200 mg (baza eşdeğer) dihidrostreptomisin sülfat, 100.000 IU benzil penisilin benzatin",antibakteriyel,enjeksiyonluk,"At, Köpek, Koyun (Süt), Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,ARMASEL-SEB,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;1 mg sodyum selenit, 60 mg Vit. E, 40 mg Vit. B1",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Besi), Sığır(Süt), Kedi, Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Köpek","kuzu,buzağı,oğlak ve tayda"
İlaç,ARMASEL-SEB,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;1 mg sodyum selenit, 60 mg Vit. E, 40 mg Vit. B1",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Besi), Sığır(Süt), Kedi, Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Köpek","kuzu,buzağı,oğlak ve tayda"
İlaç,ARMATOL,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.",1 ml ürün içinde ;200 mg. toldimfos sodyum,vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Besi), Sığır(Süt), Kedi, Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Köpek","kuzu,buzağı,oğlak ve tayda"
İlaç,ARMAVET,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,10 adet tablet içeren blister ambalajda/kutulu,"1 tablet ürün içinde ;300 mg oksifendazol , 600 mg oksiklozanid",antihelmintik,oral,"Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,ARMAVET,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,10 adet tablet içeren blister ambalajda/kutulu,"1 tablet ürün içinde ;300 mg oksifendazol , 600 mg oksiklozanid",antihelmintik,oral,"Koyun (Besi), Sığır(Besi), Sığır(Süt)",
İlaç,ARMAVET 750/375,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,Karton kutu içerisinde; 10 adet tablet içeren blister ambalajda,"1 tablet ürün içinde ;375 mg oksifendazol , 750 mg oksiklozanid",antihelmintik,oral,"Sığır(Besi), Sığır(Süt)",
İlaç,ARMAVET 750/375,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,Karton kutu içerisinde; 10 adet tablet içeren blister ambalajda,"1 tablet ürün içinde ;375 mg oksifendazol , 750 mg oksiklozanid",antihelmintik,oral,"Sığır(Besi), Sığır(Süt)",
İlaç,ARMAVİT-B,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;5 mg Vit. B1, 20 mg Vit. B3, 4 &#181;g Vit. B12, 2 mg Vit. B6, 2 mg Vit. B2, 10 mg D-Pantenol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Besi), Sığır(Süt), Kedi, Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Köpek","dana,buzağı,düve ve tayda"
İlaç,ARMAVİT-B,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;5 mg Vit. B1, 20 mg Vit. B3, 4 &#181;g Vit. B12, 2 mg Vit. B6, 2 mg Vit. B2, 10 mg D-Pantenol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Besi), Sığır(Süt), Kedi, Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Köpek","dana,buzağı,düve ve tayda"
İlaç,ARMAVİT-B,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;5 mg Vit. B1, 20 mg Vit. B3, 4 &#181;g Vit. B12, 2 mg Vit. B6, 2 mg Vit. B2, 10 mg D-Pantenol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Besi), Sığır(Süt), Kedi, Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Köpek","dana,buzağı,düve ve tayda"
İlaç,ARMAVİT-B,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;5 mg Vit. B1, 20 mg Vit. B3, 4 &#181;g Vit. B12, 2 mg Vit. B6, 2 mg Vit. B2, 10 mg D-Pantenol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Besi), Sığır(Süt), Kedi, Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Köpek","dana,buzağı,düve ve tayda"
İlaç,ARMAVİT-B,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;5 mg Vit. B1, 20 mg Vit. B3, 4 &#181;g Vit. B12, 2 mg Vit. B6, 2 mg Vit. B2, 10 mg D-Pantenol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Besi), Sığır(Süt), Kedi, Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Köpek","dana,buzağı,düve ve tayda"
İlaç,ARMAVİT-B,Arma İlaç San. Tic. Ltd. Şti.,Yerli,Arma İlaç San. Tic. Ltd. Şti.,-,-,-,"20, 50 ve 100 ml'lik kahverengi flakonlarda/karton kutuda takdim edilmiştir.","1 ml ürün içinde ;5 mg Vit. B1, 20 mg Vit. B3, 4 &#181;g Vit. B12, 2 mg Vit. B6, 2 mg Vit. B2, 10 mg D-Pantenol",vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Koyun (Besi), Sığır(Süt), Kedi, Sığır(Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Köpek","dana,buzağı,düve ve tayda"
İlaç,AROX,Hektaş Ticaret A.ş.,Yerli,arion İlaç Sanayi ve Ticaret A.Ş.,-,-,-,1 kg lık beyaz renkli yüksek dansiteli plastik kavanozlarda,1 gr ürün içinde ;800 mg(baza eşdeğer) oksitetrasiklin HCl,antibakteriyel,oral,"Hindi (Et), Tavuk (Et), Hindi (Yumurta), Tavuk (Yumurta), Buzağılarda",Rumen faaliyeti başlamamış buzağılarda
İlaç,ascorvet,DEVA HOLDİNG A.Ş.,Yerli,-,-,-,-,Karton kutularda 5 adet 10 ml'lik renksiz ampullerde ve 20– 50 ve 100 ml'lik renksiz flakonlarda piyasaya arz edilmektedir.,1 ml ürün içinde ;250 mg Vit. C,vit.-min.-aminoasit vb.,enjeksiyonluk,"At, Sığır(Süt), Sığır(Besi), Keçi (Süt), Köpek, Keçi (Besi), Kedi, Koyun (Besi), Koyun (Süt)",danalarda
İlaç,ASCORVET,DEVA HOLDİNG A.Ş.,Yerli,Deva Holding A. Ş. Kapaklı Tekirdağ,-,-,-,"Karton kutu içerisinde 100 g'lık metalik gri renkli alüminyum folyo poşetlerde ve 1000 g'lık ağzı sızdırmaz metalik gri renkli alüminyum folyo ile kapatılmış kilitli beyaz renkli plastik HDPE kapaklı, beyaz renkli plastik HDPE şişelerde piyasaya arz edilmektedir.",1 g ürün içinde ;1.000 mg Vit. C,vit.-min.-aminoasit vb.,oral,"At, Sığır(Besi), Keçi (Besi), Tavuk (Yumurta), Hindi (Yumurta), Koyun (Süt), Tavuk (Et), Hindi (Et), Keçi (Süt), Koyun (Besi), Köpek, Sığır(Süt), tavşanlarda ve kümes hayvanlarında","dana,buzağı,oğlak ve kuzularda"
İlaç,ASHIALBEN COSEL,Prodem Veteriner Ürünleri Ve İlaç Sanayii Tic.ltd.şti.,İthal,ASHISH LIFE SCIENCE PVT. LTD.,ASHISH LIFE SCIENCE PVT. LTD.,Prodem Veteriner Ürünleri Ve İlaç Sanayii Tic.ltd.şti.,ASHISH LIFE SCIENCE PVT. LTD.,5 ve 25 tabletlik alüminyum blisterlerde karton kutu içerisinde satışa sunulmuştur.,"1tablet ürün içinde ;1500mg albendazol, 24mg selenyum, 60mg Kobalt","antihelmintik, vit.-min.-aminoasit vb.",oral,"Sığır(Besi), Sığır(Süt)",
İlaç,ASHIALBEN COSEL,Prodem Veteriner Ürünleri Ve İlaç Sanayii Tic.ltd.şti.,İthal,ASHISH LIFE SCIENCE PVT. LTD.,ASHISH LIFE SCIENCE PVT. LTD.,Prodem Veteriner Ürünleri Ve İlaç Sanayii Tic.ltd.şti.,ASHISH LIFE SCIENCE PVT. LTD.,5 ve 25 tabletlik alüminyum blisterlerde karton kutu içerisinde satışa sunulmuştur.,"1tablet ürün içinde ;1500mg albendazol, 24mg selenyum, 60mg Kobalt","antihelmintik, vit.-min.-aminoasit vb.",oral,"Sığır(Besi), Sığır(Süt)",
İlaç,ASİVET,DEVA HOLDİNG A.Ş.,Yerli,Deva Holding A. Ş. Kapaklı Tekirdağ,-,-,-,"Karton kutu içerisinde 100 ml'lik amber rengi tip III cam şişelerde piyasaya arz edilmektedir. Şişeler, şeffaf düşük yoğunluklu polietilen conta içeren beyaz renkli polietilen kapak ile kapatılmakta ve karton kutu içerisinde prospektüs ile birlikte sunulmaktadır.",1 mL. ürün içinde ;30 mg. simetikon,sindirim sistemi,oral,"Koyun (Besi), Keçi (Besi), Keçi (Süt), Koyun (Süt), Sığır(Besi), Sığır(Süt)",
İlaç,ASVİT-C,Teknovet İlaç San. Ve Tic. A.Ş.,Yerli,Teknovet İlaç San. Ve Tic. A.Ş.,-,-,-,"kutu içerisinde 20 g'lık beyaz renkli polietilen şişelerde, 10 x 100 g'lık alüminyum folyo poşetlerde ve kutusuz olarak 500 g, 1 kg ve 5 kg'lık beyaz renkli polietilen ambalajlarda",1 g ürün içinde ;1000 mg Vit. C,vit.-min.-aminoasit vb.,oral,"At, Hindi (Et), Hindi (Yumurta), Keçi (Besi), Keçi (Süt), Koyun (Besi), Koyun (Süt), Sığır(Besi), Sığır(Süt), Tavuk (Et), Tavuk (Yumurta), kanatlılarda","Dana, Düve, Tay,Kuzu ve Oğlaklarda"
İlaç,ATP DINAMOGENO,Serkan Resim Kozmetik Tekstil Makina Sanayi Ve Dış Ticaret Limited Şirketi,İthal,CHINFIELD S.A.,CHINFIELD S.A.,Serkan Resim Kozmetik Tekstil Makina Sanayi Ve Dış Ticaret Limited Şirketi,CHINFIELD S.A.,"Toz kısım 2 gramlık ampulde, sıvı kısım 50 ml.lik renksiz cam şişelerde karton kutu içerisinde satışa sunulmuştur.","2 gr ürün içinde ;800 mg Adenozintrifosfat (ATP), 700 mg Anhidroz glikoz, 500 mg Glutation, 50 mllik sıvı kısımda 20mg Vit. B15",antienflamatuvar-analjezik,enjeksiyonluk,At,"Toz kısım: 2 gramda 800 mg A.T.P, 500 mg glutatıon ve 700 mg anhidröz glukoz Sıvı kısım : 20 mg/ 50 ml Vitamin B 15 içermektedir."
İlaç,ATP DINAMOGENO,Serkan Resim Kozmetik Tekstil Makina Sanayi Ve Dış Ticaret Limited Şirketi,İthal,CHINFIELD S.A.,CHINFIELD S.A.,Serkan Resim Kozmetik Tekstil Makina Sanayi Ve Dış Ticaret Limited Şirketi,CHINFIELD S.A.,"Toz kısım 2 gramlık ampulde, sıvı kısım 50 ml.lik renksiz cam şişelerde karton kutu içerisinde satışa sunulmuştur.","2 gr ürün içinde ;800 mg Adenozintrifosfat (ATP), 700 mg Anhidroz glikoz, 500 mg Glutation, 50 mllik sıvı kısımda 20mg Vit. B15",antienflamatuvar-analjezik,enjeksiyonluk,At,"Toz kısım: 2 gramda 800 mg A.T.P, 500 mg glutatıon ve 700 mg anhidröz glukoz Sıvı kısım : 20 mg/ 50 ml Vitamin B 15 içermektedir."
İlaç,ATP DINAMOGENO,Serkan Resim Kozmetik Tekstil Makina Sanayi Ve Dış Ticaret Limited Şirketi,İthal,CHINFIELD S.A.,CHINFIELD S.A.,Serkan Resim Kozmetik Tekstil Makina Sanayi Ve Dış Ticaret Limited Şirketi,CHINFIELD S.A.,"Toz kısım 2 gramlık ampulde, sıvı kısım 50 ml.lik renksiz cam şişelerde karton kutu içerisinde satışa sunulmuştur.","2 gr ürün içinde ;800 mg Adenozintrifosfat (ATP), 700 mg Anhidroz glikoz, 500 mg Glutation, 50 mllik sıvı kısımda 20mg Vit. B15",antienflamatuvar-analjezik,enjeksiyonluk,At,"Toz kısım: 2 gramda 800 mg A.T.P, 500 mg glutatıon ve 700 mg anhidröz glukoz Sıvı kısım : 20 mg/ 50 ml Vitamin B 15 içermektedir."
İlaç,ATP DINAMOGENO,Serkan Resim Kozmetik Tekstil Makina Sanayi Ve Dış Ticaret Limited Şirketi,İthal,CHINFIELD S.A.,CHINFIELD S.A.,Serkan Resim Kozmetik Tekstil Makina Sanayi Ve Dış Ticaret Limited Şirketi,CHINFIELD S.A.,"Toz kısım 2 gramlık ampulde, sıvı kısım 50 ml.lik renksiz cam şişelerde karton kutu içerisinde satışa sunulmuştur.","2 gr ürün içinde ;800 mg Adenozintrifosfat (ATP), 700 mg Anhidroz glikoz, 500 mg Glutation, 50 mllik sıvı kısımda 20mg Vit. B15",antienflamatuvar-analjezik,enjeksiyonluk,At,"Toz kısım: 2 gramda 800 mg A.T.P, 500 mg glutatıon ve 700 mg anhidröz glukoz Sıvı kısım : 20 mg/ 50 ml Vitamin B 15 içermektedir."
